,0,1,2,3
0,43.86095814633529,42.02421625757602,82.72540458792386,73.6361848463466
1,38.373432269709255,39.735548087645995,85.41511176846934,71.38614385315529
2,34.77746883625257,34.25867147858854,86.62920636637499,68.60529877183251
3,41.96715292455168,38.90096056399025,91.16904177052362,73.80729523866681
4,34.359159155481926,28.90320173385791,79.68356399549117,66.2704624532218
5,37.531354416257706,30.652820271033466,83.00600899667155,68.71168443699972
6,42.04177292858914,33.08680762810734,88.1915536708803,74.34443775182422
7,41.055037169451474,34.37452282259744,89.76347817886773,70.72720605718905
8,47.170313675222104,35.812309441768946,94.50652799696093,70.2602624460785
9,48.76574868907405,33.789352809977906,93.66108137572007,67.84909987295444
10,47.592966384188564,33.23657246878736,90.88712194369822,68.80344686120422
11,34.20500147269692,25.613411260671533,84.97449377248248,56.8900546205517
12,37.66740393471066,28.316238397561953,84.79573300730434,58.312140631589806
13,50.97101112241727,38.3882631575341,90.81566371456293,69.05756305870686
14,44.11748822389068,33.17865655850831,81.97750259596322,53.57850595307933
15,43.49290516082926,33.32749694155822,85.94125921481611,57.350803251092735
16,38.65842291031411,26.138003829424086,78.73216815284832,48.59489134222115
17,44.98346523157767,24.47510042995723,78.32684918013459,46.88359682066274
18,50.51712140046648,31.608789191081257,84.90992615302595,51.90702699715687
19,41.961319957874124,24.261039220164125,74.37194216683031,47.249556883345264
20,44.78218404853361,27.835937560003032,82.0292309977156,52.910466205248
21,38.56320882582896,25.093697737390258,72.35643633386212,48.17390420929655
22,52.62730354821853,43.97372519083611,82.97822868034902,66.1388035985909
23,42.72197176027733,33.969112546735985,75.19544196254846,59.065451877036026
24,36.084751332788436,32.56896230548902,72.01006430581037,55.99087891426703
25,34.702512140151384,30.23328504440078,69.43267840230197,59.02877301175263
26,35.84846788578823,32.987783795541944,67.46331488212763,63.70298364020887
27,38.970728290304265,33.23175670870452,70.85431188069626,60.069137788394116
28,27.336774490811173,28.46146988644525,59.2627371514349,53.34918625981017
29,38.10761170445197,35.73237307810126,69.50133754538024,58.53781727347563
30,28.142399317374203,26.75323215614875,63.24045137641863,55.9387759803449
31,30.205749682368236,34.10686580339958,67.98774009511253,59.27115930125072
32,22.725010811611057,31.580376979190188,65.57678501260375,58.83721857754077
33,28.544569866763936,31.873995340060713,64.58928236861857,60.81588018964262
34,17.664961243063615,19.208715130334127,55.92167818910063,52.209830018593664
35,31.306815549538715,30.950194419949884,59.22794852810876,61.04486475424887
36,30.92677321661446,31.526476245365185,58.05395387936199,61.02925276064973
37,30.383241631229176,28.54431618161908,55.193427599720074,59.05012783491522
38,33.200885381621426,32.89537190339274,54.43886418310988,58.447276494574126
39,29.039474073847106,30.462315430825445,51.60155112371152,55.89786810430768
40,24.35811471419697,27.52700553873421,49.93637449608364,53.12886132586595
41,27.72709335268901,31.383668970628552,54.88003693249113,52.885020226208695
42,29.373359339972264,30.37077829620281,51.118839330790934,48.37191664015112
