,0,1,2,3
0,38.184263964316315,72.47009804271445,21.697860011398955,29.47241588286041
1,37.33131775266739,79.46814131155314,24.365346756183182,32.35931771798162
2,40.64737552765317,77.11958026213686,27.093565689807907,39.074186583629256
3,44.551432720105325,75.53687949601674,26.763373275723605,43.95816781399189
4,42.444204856141475,72.97010353496069,24.379362871285227,41.99871540704762
5,41.876221112835864,74.61859417782644,21.908824829236686,45.47163113917449
6,43.751999435206045,78.62690497681037,22.932245304253236,43.46276828660967
7,46.00837698764923,72.00275714205675,19.834591224597666,36.26140042508554
8,52.61250820919556,77.8105340616373,25.782879830632066,39.258811055079526
9,57.46444502622131,78.83746175883219,29.32306799895008,42.60888194372257
10,54.768267336792924,73.904476242297,23.864618784993645,40.57836545014736
11,55.57992873828185,64.5820096037644,18.63034090235999,37.7113333195104
12,56.72531256460749,67.03213030963899,23.405051357390644,44.11844357446145
13,58.06594687765115,65.95402257790947,25.300410938318173,45.68918319966031
14,62.89815644111086,70.32680779200726,31.314639968324197,48.87764596561138
15,56.656496332307626,69.10191032727276,26.973385494682514,44.13325813312437
16,56.05835304340252,71.4228929415017,28.414136104528495,46.740603654336596
17,51.50157966734864,69.34585959376238,29.77646816490521,46.28424907886321
18,45.32655417396998,61.01105209445013,25.41342031047755,42.31077632798256
19,35.0338143164263,50.65094288102384,19.109129065415427,36.307566792619426
20,46.92429033308518,60.70598274751736,37.10466387594717,47.516555919163075
21,51.07933839770584,64.84087311237343,41.409696940541735,55.059867602477965
22,44.86856561752631,63.001591846437655,40.80675681152914,45.968750686984606
23,37.916134464547305,53.0461836114639,33.84412020295207,31.632860585784584
24,38.264016677380575,53.9102059741032,41.822180712451456,38.718793411085834
25,42.727710042568575,61.190347038523896,53.10574743475081,44.67749090773132
26,23.50887700811401,45.18032416875117,36.61669064152798,33.09787293810696
27,29.443591385538706,61.11236985878999,45.09594890933361,44.15845790420103
28,33.6259489923124,64.81023185152496,47.829112331291554,45.581601365187
29,34.7410956413951,63.84915502514429,52.017658674578925,50.008002035524584
30,25.3097491766078,51.270607707041684,44.85384954717717,38.421467216573525
31,31.06263186998936,53.92858780335451,49.63095627548407,43.08592785831311
32,33.913020465786474,59.50108414030586,55.32212726289448,55.01049367515142
33,29.52737273646213,57.70444190189061,52.12995615263682,51.2691962348447
34,36.64801440325979,62.75154310587816,61.765112646159295,58.64722313512428
35,38.7619358451115,64.15695680207867,66.76256214808149,59.157806981862215
36,39.7877844165851,61.022885569554354,62.4868625230026,55.44179554241471
37,34.56646389318616,56.119907708797875,61.033292600209954,51.73613311883587
38,30.955429142944,56.324820247318016,57.37167184670383,52.89444987545605
39,32.5250266008044,62.31974966550978,63.062086190345305,50.25387087021464
40,33.556679801653004,60.59788909655172,61.021163103847115,51.11359747564027
41,29.678084927216023,58.13458434011032,66.96643801374339,54.07886139884834
